[[[ 0.61883499  0.87990223  0.06429609  0.47625197  0.79269962]],4635715.55989]
[[[ 0.95689703  0.94981041  0.46761079  0.19658094  0.34712552]],4635652.83478]
[[[ 0.13470266  0.79540944  0.32218878  0.8904023   0.43822309]],4648740.88719]
[[[ 0.72639117  0.01524699  0.6044267   0.23612089  0.75144883]],9820818.8346]
[[[ 0.53172263  0.88085135  0.77681316  0.58212422  0.95756364]],4652130.92331]
[[[ 0.81860213  0.58696307  0.67396611  0.56235655  0.89501928]],4714174.27257]
[[[ 0.52178081  0.07461126  0.76818099  0.8546052   0.15526917]],13708895.5987]
[[[ 0.62599344  0.06134256  0.75707281  0.20271228  0.13565994]],9271322.92748]
[[[ 0.41913388  0.79079939  0.3478361   0.20825359  0.00704673]],7534877.32982]
[[[ 0.63647169  0.3475135   0.5824818   0.13497749  0.2619764 ]],4782355.58788]
[[[ 0.69246637  0.68289724  0.21354801  0.89552121  0.68044895]],4667513.64994]
[[[ 0.7586336   0.98025124  0.57578231  0.56675357  0.3823657 ]],4633039.84803]
[[[ 0.06322811  0.6088832   0.04979088  0.62713328  0.29531805]],5453596.96913]
[[[ 0.07267514  0.02086822  0.85474923  0.7768335   0.21645975]],6099438.37536]
[[[ 0.47022799  0.89250053  0.22352306  0.81835116  0.89716048]],4636633.03466]
[[[ 0.58256327  0.44544667  0.93861682  0.77247759  0.7057181 ]],4767366.44911]
[[[ 0.82031115  0.11641973  0.42760253  0.69952792  0.00643871]],5720449.21554]
[[[ 0.76446716  0.41054491  0.3485562   0.04871215  0.14727837]],4759209.96237]
[[[ 0.59919663  0.8687625   0.10139053  0.78494017  0.87259822]],4636976.67493]
[[[ 0.16225378  0.73166096  0.30323858  0.78571412  0.54971516]],4661508.40814]
[[[ 0.8331405   0.04657498  0.29841796  0.35403118  0.44708835]],4711724.98794]
[[[ 0.23628358  0.92200249  0.21191395  0.93544763  0.47754835]],4631465.70943]
[[[ 0.13856568  0.64804468  0.07139798  0.3419263   0.83641084]],4673628.9964]
[[[ 0.53584905  0.64497917  0.86380149  0.56968162  0.86882872]],4703589.21835]
[[[ 0.18653251  0.11702875  0.18320248  0.41484746  0.41767216]],4863511.7096]
[[[ 0.78956921  0.4966044   0.57265755  0.15687115  0.78747948]],4743145.06224]
[[[ 0.12441242  0.37993179  0.84832639  0.18559019  0.25850229]],8172866.7471]
[[[ 0.17420521  0.14552131  0.09189287  0.90613751  0.23602907]],6011703.06437]
[[[ 0.5023062   0.35237689  0.00460539  0.44081869  0.48865027]],6825881.08319]
[[[ 0.68153954  0.68035528  0.2540567   0.99522555  0.86945214]],4669479.20293]
[[[ 0.74141664  0.81855935  0.95063884  0.53283084  0.19875159]],4846516.39081]
[[[ 0.46565893  0.17859422  0.87728111  0.79806326  0.53291535]],10355341.1178]
[[[ 0.6614628   0.12789761  0.9598293   0.78752528  0.27369698]],16293944.5809]
[[[ 0.62398656  0.5624828   0.57878214  0.26123423  0.98956171]],4721076.15319]
[[[ 0.46669056  0.60988272  0.28631496  0.74592884  0.9046619 ]],4690699.34232]
[[[ 0.3304534   0.75083128  0.41912352  0.86632577  0.46423571]],4661354.24722]
[[[ 0.83741695  0.09035021  0.824523    0.67631682  0.5796931 ]],16884176.089]
[[[ 0.68150256  0.76230149  0.15857234  0.99412303  0.32861917]],4649971.38941]
[[[ 0.08948278  0.47127294  0.79402994  0.14587089  0.98764688]],4659542.94427]
[[[ 0.01602441  0.00628402  0.49821064  0.23550142  0.77868028]],5628748.65934]
[[[ 0.83423918  0.59056238  0.19749811  0.51569635  0.26911099]],4691976.25554]
[[[ 0.87523709  0.17311851  0.50318536  0.2195701   0.98709357]],4520234.37469]
[[[ 0.04692836  0.54618783  0.130793    0.52796013  0.67691073]],6014667.7359]
[[[ 0.28705215  0.31146117  0.7018813   0.57664587  0.87718325]],4488936.8335]
[[[ 0.386629    0.65252743  0.01303709  0.04242258  0.81104113]],4672394.67315]
[[[ 0.96430555  0.78693437  0.22588587  0.40298204  0.59017175]],4650759.72485]
[[[ 0.7232767   0.39965256  0.74303959  0.2498812   0.96341748]],4774016.32157]
[[[ 0.42316084  0.10347305  0.642335    0.31027802  0.82640045]],11268669.2655]
[[[ 0.68486477  0.72058708  0.86702278  0.58999919  0.46371839]],4678600.01244]
[[[ 0.71726718  0.3161727   0.38550309  0.29308958  0.85263744]],4787592.37122]
[[[ 0.39639402  0.76557546  0.75607569  0.03931799  0.23561159]],4664389.41445]
[[[ 0.67244239  0.13456596  0.1534388   0.59098086  0.84363874]],4844674.68192]
[[[ 0.42748572  0.66032302  0.92961635  0.62504894  0.14057996]],4698639.54807]
[[[ 0.28279027  0.9203058   0.11189943  0.3811856   0.8043363 ]],4631926.20002]
[[[ 0.70984346  0.51393558  0.23347839  0.47496882  0.71044897]],4724423.61268]
[[[ 0.44931339  0.7363076   0.75836255  0.40676602  0.37489637]],4672232.21455]
[[[ 0.21482651  0.07435973  0.23169833  0.69238314  0.95395084]],4914570.40888]
[[[ 0.9984023   0.36614316  0.11391299  0.24697932  0.08105414]],5575008.51763]
[[[ 0.59956273  0.12158244  0.696603    0.27616623  0.76809768]],16525517.8465]
[[[ 0.10929228  0.7174498   0.44539638  0.44622562  0.34900933]],4824069.95813]
[[[ 0.78010277  0.16146512  0.00875828  0.97013987  0.63507394]],4831603.82745]
[[[ 0.40643973  0.99775859  0.37418222  0.70517393  0.23614875]],4661818.90363]
[[[ 0.61896828  0.57144741  0.63068938  0.53341814  0.69335313]],4716905.09846]
[[[ 0.54932542  0.93770159  0.51343568  0.22234862  0.76176456]],4638459.35961]
[[[ 0.32133562  0.02555922  0.30175063  0.55982652  0.81450125]],8095455.99522]
[[[ 0.27120732  0.61911642  0.73452622  0.59974402  0.55796304]],4703324.10928]
[[[ 0.7040072   0.25399906  0.6900579   0.40270026  0.48293221]],4473723.32666]
[[[ 0.75191731  0.44320227  0.64479573  0.32403334  0.96803363]],4759033.65968]
[[[ 0.21496615  0.31769094  0.07016684  0.33792993  0.72240097]],4776887.45203]
[[[ 0.72955887  0.92325396  0.14320522  0.33788733  0.36870914]],4631828.47799]
[[[ 0.12838543  0.31294125  0.34166894  0.15405953  0.8944915 ]],4783047.65862]
[[[ 0.50464628  0.41023982  0.36230431  0.71137471  0.58453227]],4759833.85928]
[[[ 0.90869322  0.45926553  0.84503634  0.63731811  0.33472631]],4761293.90438]
[[[ 0.58555969  0.10974328  0.37982438  0.9481087   0.97620494]],4893302.88539]
[[[ 0.26205702  0.04056245  0.86375217  0.95889707  0.17948131]],6963504.97331]
[[[ 0.37214328  0.75774248  0.64243597  0.28501183  0.93845526]],4669546.19011]
[[[ 0.4956688   0.64055083  0.74479261  0.67844146  0.13004605]],4911023.24909]
[[[ 0.10507353  0.61844175  0.7329657   0.12545234  0.06185276]],4671421.61148]
[[[ 0.62316764  0.14056447  0.50971487  0.15342997  0.28152764]],4287635.9379]
[[[ 0.30615628  0.27441126  0.28264176  0.61087017  0.22111216]],4793196.37101]
[[[ 0.04067607  0.26577168  0.51213686  0.96888286  0.42724941]],4855743.2325]
[[[ 0.5  0.5  0.5  0.5  0.5]],4736509.68352]
[[[ 0.5  0.5  0.5  0.5  0.5]],4736509.68352]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.94444444  0.94444444  0.94444444  0.94444444  0.94444444]],4358540.96677]
[[[ 0.05555556  0.94444444  0.94444444  0.94444444  0.94444444]],7468971.30527]
[[[ 0.72222222  0.01851852  0.01851852  0.01851852  0.01851852]],4672434.53656]
[[[ 0.27777778  0.01851852  0.01851852  0.01851852  0.01851852]],4642384.90215]
[[[ 0.16666667  0.99382716  0.99382716  0.99382716  0.99382716]],4684552.16198]
[[[ 0.83744856  0.99794239  0.99794239  0.99794239  0.99794239]],4345963.78868]
[[[ 0.38477366  0.99931413  0.99931413  0.99931413  0.99931413]],4346050.4904]
[[[ 0.61111111  0.00617284  0.00617284  0.00617284  0.99382716]],5014203.00023]
[[[  4.46044810e-01   9.99771376e-01   9.99771376e-01   9.99771376e-01
    2.28623685e-04]],7124100.39517]
[[[  5.31550069e-01   2.28623685e-04   2.28623685e-04   2.28623685e-04
    9.99771376e-01]],6092945.72119]
[[[  9.99991532e-01   8.46754390e-06   8.46754390e-06   8.46754390e-06
    8.46754390e-06]],5486860.94782]
[[[  4.91312300e-01   9.99974597e-01   9.99974597e-01   9.99974597e-01
    2.54026317e-05]],7132919.09641]
[[[  8.90946502e-01   6.85871056e-04   6.85871056e-04   6.85871056e-04
    6.85871056e-04]],5505529.65597]
[[[  3.40877915e-01   2.28623685e-04   2.28623685e-04   2.28623685e-04
    9.99771376e-01]],8301752.69053]
[[[  4.76731189e-01   2.54026317e-05   2.54026317e-05   2.54026317e-05
    9.99974597e-01]],6460478.8045]
[[[ 0.80246067  0.11110264  0.11110264  0.11108571  0.99999153]],4593574.44167]
[[[  2.22146014e-01   7.62078951e-05   7.62078951e-05   7.62078951e-05
    7.62078951e-05]],5507456.68696]
[[[ 0.81091128  0.99999153  0.99999153  0.99999153  0.11110264]],5438203.61799]
[[[  8.46754390e-06   8.46754390e-06   8.46754390e-06   8.46754390e-06
    8.46754390e-06]],3168898.08604]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
[[[ 0.5  0.5  0.5  0.5  0.5]],4447854.2089]
